id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
332627.0,2021-01-05,terça-feira,08:20:00,MG,146.0,510,POCOS DE CALDAS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,"-21,77287318","-46,42196439",SPRF-MG,DEL09-MG,UOP01-DEL09-MG
332635.0,2021-01-05,terça-feira,12:55:00,MG,381.0,322,NOVA ERA,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Não Informado,Não,4,1,0,1,1,1,1,2,"-19,73629395","-43,01849326",SPRF-MG,DEL03-MG,UOP02-DEL03-MG
332724.0,2021-01-06,quarta-feira,09:45:00,MG,459.0,"73,9",SENADOR JOSE BENTO,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-22,130999","-46,1488",SPRF-MG,DEL09-MG,UOP01-DEL09-MG
332741.0,2021-01-06,quarta-feira,09:10:00,MG,40.0,"729,8",OLIVEIRA FORTES,Demais falhas mecânicas ou elétricas,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-21,32603098","-43,58445806",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
332820.0,2021-01-06,quarta-feira,19:20:00,MG,381.0,"943,5",EXTREMA,Estacionar ou parar em local proibido,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-22,8653771","-46,34688506",SPRF-MG,DEL16-MG,UOP03-DEL16-MG
332830.0,2021-01-06,quarta-feira,01:30:00,MG,267.0,248,CARVALHOS,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-21,93632695","-44,4741703",SPRF-MG,DEL17-MG,UOP01-DEL17-MG
332839.0,2021-01-06,quarta-feira,21:05:00,MG,381.0,"830,9",SAO SEBASTIAO DA BELA VISTA,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,2,1,0,0,1,0,0,1,"-22,13939205","-45,81344194",SPRF-MG,DEL16-MG,UOP01-DEL16-MG
332841.0,2021-01-06,quarta-feira,19:30:00,MG,381.0,"833,8",SAO SEBASTIAO DA BELA VISTA,Ingestão de álcool pelo condutor,Colisão lateral,Sem Vítimas,Anoitecer,Crescente,Nublado,Dupla,Reta,Não,3,0,0,0,2,1,0,2,"-22,1242871","-45,79632795",SPRF-MG,DEL16-MG,UOP01-DEL16-MG
332856.0,2021-01-06,quarta-feira,23:30:00,MG,267.0,"31,5",ARGIRITA,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Curva,Não,2,0,1,0,1,0,1,2,"-21,64465779","-42,8469463",SPRF-MG,DEL07-MG,UOP01-DEL07-MG
332871.0,2021-01-06,quarta-feira,17:15:00,MG,116.0,"411,1",GOVERNADOR VALADARES,Transitar na contramão,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,1,1,1,2,"-18,86244705","-41,97405237",SPRF-MG,DEL06-MG,UOP01-DEL06-MG
332891.0,2021-01-07,quinta-feira,08:45:00,MG,40.0,"771,2",JUIZ DE FORA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,0,0,3,1,0,2,"-21,60932712","-43,45892723",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
332932.0,2021-01-07,quinta-feira,13:15:00,MG,40.0,355,FELIXLANDIA,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Desvio Temporário,Não,1,0,0,0,1,0,0,1,"-18,72999125","-44,89215101",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
332938.0,2021-01-07,quinta-feira,15:10:00,MG,381.0,365,SAO GONCALO DO RIO ABAIXO,Acumulo de óleo sobre o pavimento,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Não Informado,Não,6,0,3,1,2,0,4,3,"-19,86099867","-43,22678089",SPRF-MG,DEL03-MG,UOP01-DEL03-MG
332966.0,2021-01-07,quinta-feira,16:00:00,MG,40.0,567,NOVA LIMA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,2,0,0,0,1,1,0,2,"-20,18749199","-43,96845002",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
333026.0,2021-01-07,quinta-feira,19:15:00,MG,116.0,127,ITAOBIM,Curva acentuada,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,4,0,1,2,1,0,3,2,"-16,653504","-41,50203205",SPRF-MG,DEL11-MG,UOP02-DEL11-MG
333034.0,2021-01-07,quinta-feira,23:10:00,MG,116.0,"517,7",UBAPORANGA,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-19,70492713","-42,11720373",SPRF-MG,DEL06-MG,UOP02-DEL06-MG
333060.0,2021-01-08,sexta-feira,07:10:00,MG,40.0,716,BARBACENA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nevoeiro/Neblina,Dupla,Curva,Sim,1,0,0,1,0,0,1,1,"-21,25153502","-43,66402206",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
333067.0,2021-01-08,sexta-feira,09:00:00,MG,381.0,349,JOAO MONLEVADE,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,4,0,3,0,1,0,3,2,"-19,8499239","-43,14868105",SPRF-MG,DEL03-MG,UOP01-DEL03-MG
333101.0,2021-01-08,sexta-feira,10:37:00,MG,262.0,"823,5",UBERABA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-19,75760422","-48,1522031",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
333113.0,2021-01-08,sexta-feira,08:15:00,MG,153.0,"113,4",PRATA,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,"-19,34053794","-48,90019179",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
333121.0,2021-01-08,sexta-feira,14:45:00,MG,381.0,"481,8",CONTAGEM,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,1,0,2,0,1,3,"-19,95931561","-44,08825597",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
333140.0,2021-01-08,sexta-feira,16:10:00,MG,381.0,"487,9",BETIM,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Não Informado,Sim,5,0,2,0,3,0,2,5,"-19,95586853","-44,14609501",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
333157.0,2021-01-08,sexta-feira,16:20:00,MG,116.0,"275,8",TEOFILO OTONI,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-17,84235093","-41,51410418",SPRF-MG,DEL11-MG,UOP01-DEL11-MG
333223.0,2021-01-08,sexta-feira,19:30:00,MG,116.0,"227,1",TEOFILO OTONI,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,1,"-17,46149","-41,496773",SPRF-MG,DEL11-MG,UOP01-DEL11-MG
333227.0,2021-01-08,sexta-feira,23:20:00,MG,365.0,437,GUIMARANIA,Condutor Dormindo,Colisão lateral,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-18,78379588","-46,72231423",SPRF-MG,DEL10-MG,UOP01-DEL10-MG
333233.0,2021-01-09,sábado,02:00:00,MG,381.0,"339,5",BELA VISTA DE MINAS,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,Não,2,0,1,0,1,0,1,2,"-19,833665","-43,09613103",SPRF-MG,DEL03-MG,UOP01-DEL03-MG
333252.0,2021-01-09,sábado,04:55:00,MG,40.0,"438,7",PARAOPEBA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Dupla,Reta,Não,4,0,1,1,1,1,2,2,"-19,24685599","-44,425385",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
333261.0,2021-01-08,sexta-feira,22:49:00,MG,153.0,"126,5",PRATA,Condutor usando celular,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,1,"-19,47682883","-48,86744499",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
333276.0,2021-01-09,sábado,07:55:00,MG,251.0,403,GRAO MOGOL,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-16,25112","-42,941188",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
333282.0,2021-01-09,sábado,08:35:00,MG,40.0,"465,5",SETE LAGOAS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,2,0,2,0,0,0,2,2,"-19,43835777","-44,33103681",SPRF-MG,DEL02-MG,UOP01-DEL02-MG
333303.0,2021-01-09,sábado,10:20:00,MG,40.0,587,ITABIRITO,Acumulo de água sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-20,34858326","-43,92200604",SPRF-MG,DEL01-MG,UOP02-DEL01-MG
333323.0,2021-01-09,sábado,11:40:00,MG,153.0,"211,9",FRUTAL,Reação tardia ou ineficiente do condutor,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-20,08067592","-49,07784813",SPRF-MG,DEL13-MG,UOP02-DEL13-MG
333372.0,2021-01-09,sábado,15:30:00,MG,356.0,"264,8",MURIAE,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-21,12552649","-42,37547729",SPRF-MG,DEL07-MG,UOP02-DEL07-MG
333374.0,2021-01-09,sábado,15:45:00,MG,262.0,"586,8",CAMPOS ALTOS,Velocidade Incompatível,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,0,0,0,2,0,0,2,"-19,66225488","-46,10030694",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
333379.0,2021-01-09,sábado,16:25:00,MG,262.0,586,CAMPOS ALTOS,Velocidade Incompatível,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,3,0,0,0,3,0,0,3,"-19,66225488","-46,10030694",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
333456.0,2021-01-09,sábado,22:30:00,MG,116.0,"9,9",DIVISA ALEGRE,Condutor Dormindo,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-15,78393094","-41,34012643",SPRF-BA,DEL08-BA,UOP03-DEL08-BA
333465.0,2021-01-10,domingo,01:40:00,MG,251.0,473,FRANCISCO SA,Velocidade Incompatível,Tombamento,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-16,47012768","-43,44753404",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
333484.0,2021-01-10,domingo,05:30:00,MG,50.0,54,ARAGUARI,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Dupla,Curva,Não,3,0,3,0,0,0,3,1,"-18,76664393","-48,24409132",SPRF-MG,DEL15-MG,UOP02-DEL15-MG
333584.0,2021-01-10,domingo,08:45:00,MG,50.0,3,ARAGUARI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-18,44503579","-48,0519047",SPRF-MG,DEL15-MG,UOP02-DEL15-MG
333692.0,2021-01-10,domingo,22:00:00,MG,381.0,636,SANTO ANTONIO DO AMPARO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,1,0,0,1,0,0,1,1,"-20,86697786","-44,84156232",SPRF-MG,DEL04-MG,UOP01-DEL04-MG
333770.0,2021-01-11,segunda-feira,07:50:00,MG,381.0,525,BRUMADINHO,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Não,2,0,1,0,1,0,1,2,"-20,16710798","-44,33422398",SPRF-MG,DEL04-MG,UOP03-DEL04-MG
333773.0,2021-01-11,segunda-feira,08:20:00,MG,262.0,"405,1",PARA DE MINAS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,1,1,0,0,0,1,1,"-19,88921326","-44,58977508",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
333784.0,2021-01-11,segunda-feira,09:40:00,MG,381.0,500,BETIM,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não,2,0,2,0,0,0,2,1,"-20,02513493","-44,23112709",SPRF-MG,DEL01-MG,UOP03-DEL01-MG
333850.0,2021-01-11,segunda-feira,16:20:00,MG,40.0,622,CONSELHEIRO LAFAIETE,Manobra de mudança de faixa,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,2,0,1,0,0,1,1,2,"-20,593914","-43,80411985",SPRF-MG,DEL05-MG,UOP02-DEL05-MG
333870.0,2021-01-11,segunda-feira,06:40:00,MG,262.0,"575,4",CORREGO DANTA,Velocidade Incompatível,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-19,69297478","-46,03637682",SPRF-MG,DEL08-MG,UOP02-DEL08-MG
333891.0,2021-01-11,segunda-feira,17:30:00,MG,251.0,"492,3",FRANCISCO SA,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Não Informado,Não,2,0,0,1,1,0,1,2,"-16,54433804","-43,59543496",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
333895.0,2021-01-11,segunda-feira,20:50:00,MG,381.0,525,BRUMADINHO,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,1,0,0,1,0,0,1,1,"-20,16710798","-44,33422398",SPRF-MG,DEL04-MG,UOP03-DEL04-MG
333932.0,2021-01-12,terça-feira,02:45:00,MG,381.0,"860,3",POUSO ALEGRE,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,2,0,1,0,0,1,1,1,"-22,35975221","-45,92895066",SPRF-MG,DEL16-MG,UOP01-DEL16-MG
333935.0,2021-01-11,segunda-feira,22:30:00,MG,116.0,"6,4",DIVISA ALEGRE,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Desvio Temporário,Não,1,0,0,0,1,0,0,1,"-15,74952994","-41,33072084",SPRF-BA,DEL08-BA,UOP03-DEL08-BA
333940.0,2021-01-12,terça-feira,03:30:00,MG,50.0,"127,9",UBERABA,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,2,0,2,0,0,0,2,2,"-19,362828","-48,07942696",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
333943.0,2021-01-12,terça-feira,04:50:00,MG,381.0,"389,9",BARAO DE COCAIS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-19,80450098","-43,40766907",SPRF-MG,DEL01-MG,UOP01-DEL01-MG
333974.0,2021-01-12,terça-feira,07:00:00,MG,40.0,123,JOAO PINHEIRO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Amanhecer,Crescente,Nublado,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-17,67108001","-46,33874601",SPRF-MG,DEL14-MG,UOP01-DEL14-MG
333986.0,2021-01-12,terça-feira,10:30:00,MG,267.0,"203,8",BOM JARDIM DE MINAS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,"-21,93193766","-44,11060298",SPRF-MG,DEL05-MG,UOP01-DEL05-MG
334010.0,2021-01-12,terça-feira,13:20:00,MG,50.0,"148,1",UBERABA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-19,54676795","-48,03584554",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
334027.0,2021-01-12,terça-feira,14:30:00,MG,116.0,"527,6",CARATINGA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Sim,3,0,0,0,2,1,0,3,"-19,78510701","-42,13445297",SPRF-MG,DEL06-MG,UOP02-DEL06-MG
334034.0,2021-01-12,terça-feira,13:20:00,MG,153.0,"134,2",PRATA,Mal súbito do condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,51436207","-48,84030206",SPRF-MG,DEL15-MG,UOP03-DEL15-MG
334035.0,2021-01-12,terça-feira,15:45:00,MG,251.0,506,FRANCISCO SA,Velocidade Incompatível,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,6,5,0,1,0,0,1,2,"-16,61894941","-43,6887828",SPRF-MG,DEL12-MG,UOP01-DEL12-MG
334059.0,2021-01-12,terça-feira,14:30:00,MG,50.0,"172,7",UBERABA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,5,1,0,0,1,3,0,1,"-19,75402507","-47,98051917",SPRF-MG,DEL13-MG,UOP01-DEL13-MG
334145.0,2021-01-13,quarta-feira,08:05:00,MG,40.0,"273,9",TRES MARIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Não Informado,Sim,4,0,2,1,1,0,3,2,"-18,20602828","-45,23123233",SPRF-MG,DEL14-MG,UOP02-DEL14-MG
